,Overall,Potential,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Name,Age,Nationality,PreferredPositions
14345,61,61,66.0,49.0,43.0,51.0,54.0,55.0,67.0,50.0,49.0,45.0,36.0,13.0,6.0,6.0,13.0,7.0,49.0,54.0,54.0,57.0,61.0,52.0,31.0,57.0,57.0,62.0,38.0,56.0,68.0,82.0,54.0,75.0,55.0,47.0,L. Bender,29,Germany,CM RM LB
14346,61,67,72.0,60.0,59.0,72.0,64.0,43.0,41.0,68.0,59.0,49.0,68.0,13.0,10.0,9.0,5.0,9.0,46.0,57.0,60.0,64.0,59.0,53.0,38.0,50.0,54.0,67.0,48.0,54.0,74.0,65.0,60.0,59.0,60.0,32.0,K. Tezuka,21,Japan,CDM
14347,61,72,66.0,48.0,61.0,67.0,62.0,59.0,58.0,54.0,59.0,60.0,51.0,6.0,11.0,9.0,10.0,5.0,51.0,46.0,56.0,61.0,53.0,58.0,44.0,62.0,52.0,65.0,57.0,49.0,68.0,65.0,54.0,56.0,63.0,48.0,N. Domínguez,19,Argentina,CM
14348,61,73,62.0,44.0,56.0,58.0,66.0,69.0,60.0,55.0,63.0,62.0,55.0,6.0,13.0,5.0,7.0,13.0,53.0,27.0,52.0,66.0,49.0,47.0,60.0,57.0,63.0,69.0,61.0,49.0,55.0,53.0,50.0,63.0,59.0,51.0,D. Redmond,20,England,ST CAM CM
14349,61,69,68.0,77.0,79.0,75.0,57.0,60.0,57.0,47.0,63.0,57.0,46.0,10.0,9.0,24.0,9.0,14.0,53.0,61.0,77.0,54.0,60.0,51.0,56.0,58.0,54.0,61.0,60.0,60.0,63.0,73.0,59.0,60.0,62.0,59.0,C. Dimaio,21,Republic of Ireland,CM
14350,61,61,46.0,84.0,55.0,54.0,54.0,52.0,51.0,35.0,47.0,16.0,16.0,11.0,12.0,14.0,15.0,12.0,59.0,57.0,62.0,46.0,19.0,56.0,18.0,44.0,52.0,55.0,34.0,54.0,50.0,34.0,58.0,74.0,50.0,12.0,T. Clancy,33,Republic of Ireland,CB
14351,61,64,67.0,66.0,70.0,69.0,60.0,56.0,56.0,59.0,62.0,51.0,54.0,13.0,13.0,13.0,9.0,12.0,44.0,51.0,59.0,58.0,58.0,44.0,57.0,50.0,58.0,62.0,60.0,42.0,64.0,72.0,44.0,57.0,58.0,45.0,F. Ali,25,Sweden,CM RM
14352,61,76,68.0,44.0,72.0,65.0,71.0,50.0,55.0,51.0,67.0,55.0,50.0,6.0,10.0,9.0,14.0,9.0,50.0,25.0,55.0,68.0,49.0,42.0,57.0,51.0,53.0,70.0,58.0,46.0,63.0,42.0,40.0,44.0,66.0,51.0,T. Reijnders,18,Netherlands,CM
14353,61,61,42.0,39.0,71.0,75.0,60.0,67.0,28.0,39.0,62.0,65.0,43.0,13.0,12.0,7.0,15.0,8.0,63.0,42.0,61.0,48.0,52.0,44.0,41.0,68.0,58.0,53.0,65.0,48.0,50.0,52.0,51.0,61.0,52.0,24.0,R. Siemaszko,30,Poland,ST
14354,61,74,69.0,50.0,68.0,65.0,63.0,47.0,57.0,43.0,65.0,59.0,39.0,15.0,13.0,8.0,10.0,15.0,47.0,49.0,62.0,64.0,51.0,31.0,55.0,56.0,56.0,57.0,55.0,40.0,68.0,75.0,46.0,58.0,61.0,36.0,C. McGrandles,21,Scotland,RM LM CM
14355,61,73,76.0,39.0,71.0,80.0,62.0,56.0,57.0,47.0,63.0,58.0,63.0,12.0,10.0,11.0,13.0,10.0,47.0,34.0,79.0,42.0,49.0,22.0,52.0,58.0,56.0,56.0,54.0,33.0,74.0,66.0,35.0,56.0,54.0,45.0,T. Heintz,18,Norway,ST LM
14356,61,62,61.0,55.0,62.0,63.0,55.0,63.0,62.0,51.0,63.0,52.0,50.0,9.0,6.0,10.0,8.0,14.0,61.0,28.0,56.0,68.0,54.0,50.0,61.0,59.0,54.0,73.0,65.0,55.0,66.0,54.0,50.0,73.0,53.0,50.0,M. Kostyukov,25,Russia,LM RM
14357,61,64,77.0,75.0,66.0,61.0,57.0,51.0,56.0,42.0,59.0,34.0,31.0,10.0,9.0,7.0,10.0,9.0,44.0,64.0,72.0,54.0,54.0,51.0,32.0,52.0,63.0,56.0,63.0,49.0,78.0,73.0,56.0,71.0,49.0,37.0,A. Blackman,26,England,LB
14358,60,63,74.0,36.0,67.0,62.0,62.0,53.0,64.0,56.0,63.0,58.0,56.0,15.0,12.0,10.0,11.0,8.0,43.0,40.0,50.0,56.0,53.0,40.0,57.0,50.0,53.0,57.0,55.0,34.0,72.0,52.0,38.0,42.0,52.0,57.0,S. Dooley,25,Northern Ireland,RM LM LW
14359,60,69,42.0,24.0,37.0,51.0,13.0,31.0,13.0,13.0,17.0,13.0,17.0,62.0,55.0,68.0,58.0,62.0,14.0,25.0,55.0,23.0,15.0,17.0,20.0,18.0,56.0,23.0,23.0,19.0,41.0,35.0,14.0,64.0,29.0,20.0,M. Aquino,23,Argentina,GK
14360,60,77,75.0,48.0,65.0,58.0,63.0,53.0,63.0,49.0,60.0,60.0,40.0,7.0,13.0,7.0,7.0,14.0,48.0,22.0,41.0,45.0,42.0,49.0,59.0,53.0,58.0,53.0,60.0,41.0,78.0,60.0,28.0,66.0,54.0,50.0,P. Ghiglione,20,Italy,RW
14361,60,75,63.0,32.0,68.0,66.0,64.0,46.0,56.0,54.0,62.0,61.0,44.0,7.0,15.0,11.0,14.0,14.0,48.0,23.0,42.0,50.0,53.0,27.0,67.0,63.0,51.0,59.0,58.0,35.0,70.0,61.0,34.0,57.0,45.0,51.0,L. Robertone,20,Argentina,LM
14362,60,64,68.0,65.0,73.0,67.0,64.0,51.0,47.0,48.0,61.0,31.0,31.0,13.0,7.0,14.0,14.0,7.0,51.0,50.0,55.0,51.0,53.0,57.0,37.0,61.0,51.0,51.0,48.0,68.0,65.0,70.0,61.0,71.0,51.0,31.0,M. Duckworth,25,Germany,LWB RWB RB
14363,60,66,68.0,41.0,73.0,77.0,62.0,55.0,50.0,42.0,61.0,60.0,42.0,14.0,9.0,12.0,12.0,6.0,45.0,19.0,66.0,58.0,65.0,31.0,68.0,58.0,53.0,63.0,62.0,17.0,68.0,57.0,29.0,57.0,54.0,50.0,T. Taufflieb,24,France,RM RW
14364,60,70,34.0,21.0,55.0,42.0,16.0,31.0,10.0,11.0,13.0,5.0,13.0,58.0,59.0,58.0,55.0,68.0,12.0,6.0,64.0,22.0,5.0,6.0,17.0,5.0,55.0,23.0,22.0,12.0,28.0,26.0,13.0,52.0,30.0,8.0,Dani Cárdenas,20,Spain,GK
14365,60,78,64.0,63.0,52.0,71.0,55.0,54.0,49.0,39.0,53.0,35.0,42.0,10.0,14.0,6.0,14.0,6.0,55.0,56.0,65.0,65.0,45.0,56.0,47.0,32.0,59.0,69.0,52.0,61.0,54.0,43.0,63.0,47.0,62.0,40.0,A. Cervantes,19,Mexico,CDM
14366,60,69,60.0,63.0,64.0,60.0,58.0,57.0,57.0,48.0,56.0,31.0,31.0,10.0,9.0,11.0,7.0,14.0,51.0,57.0,63.0,56.0,36.0,58.0,36.0,36.0,55.0,55.0,40.0,61.0,69.0,66.0,59.0,65.0,44.0,30.0,E. Björkander,21,Sweden,RB LB CB
14367,60,69,41.0,23.0,57.0,53.0,12.0,33.0,13.0,12.0,16.0,18.0,15.0,65.0,56.0,66.0,56.0,59.0,15.0,19.0,72.0,22.0,18.0,16.0,17.0,13.0,60.0,29.0,16.0,19.0,50.0,36.0,21.0,63.0,47.0,19.0,Carlos Alves,19,Portugal,GK
14368,60,70,67.0,64.0,65.0,46.0,49.0,45.0,27.0,33.0,49.0,55.0,26.0,7.0,8.0,14.0,8.0,11.0,50.0,60.0,48.0,34.0,48.0,63.0,58.0,57.0,59.0,47.0,57.0,59.0,67.0,72.0,60.0,64.0,47.0,37.0,Park Jung Ho,20,Korea Republic,ST LB CB
14369,60,70,53.0,55.0,48.0,62.0,,56.0,32.0,,,25.0,31.0,12.0,7.0,15.0,15.0,7.0,,,69.0,,,61.0,40.0,25.0,51.0,,43.0,68.0,51.0,63.0,64.0,55.0,,31.0,K. Dabila,20,Ivory Coast,CB
14370,60,75,78.0,60.0,80.0,84.0,56.0,52.0,56.0,42.0,55.0,23.0,38.0,15.0,14.0,10.0,15.0,9.0,42.0,48.0,73.0,42.0,27.0,55.0,58.0,40.0,54.0,56.0,36.0,61.0,75.0,72.0,58.0,56.0,38.0,33.0,M. Valenzuela,18,Argentina,LB
14371,60,64,64.0,48.0,40.0,34.0,50.0,56.0,22.0,31.0,23.0,21.0,23.0,14.0,13.0,10.0,10.0,8.0,65.0,53.0,77.0,32.0,22.0,59.0,35.0,25.0,47.0,54.0,38.0,61.0,53.0,64.0,62.0,66.0,29.0,30.0,Lucas,24,Brazil,CB
14372,60,70,77.0,64.0,71.0,67.0,61.0,37.0,66.0,41.0,67.0,47.0,44.0,14.0,6.0,7.0,10.0,6.0,59.0,61.0,63.0,43.0,45.0,53.0,49.0,41.0,55.0,55.0,61.0,51.0,76.0,63.0,50.0,66.0,40.0,43.0,D. Batallini,21,Argentina,LM RB RM
14373,60,68,63.0,58.0,52.0,48.0,56.0,50.0,57.0,64.0,62.0,47.0,63.0,7.0,6.0,14.0,14.0,9.0,49.0,48.0,56.0,61.0,57.0,29.0,50.0,53.0,54.0,65.0,54.0,38.0,62.0,51.0,33.0,68.0,63.0,53.0,A. Kotnik,21,Slovenia,CAM
14374,60,77,71.0,,,59.0,,,48.0,48.0,,,46.0,5.0,5.0,9.0,9.0,7.0,,,,,31.0,,42.0,34.0,54.0,,,,72.0,,,,36.0,34.0,T. Chalobah,17,England,CB
14375,60,69,66.0,30.0,50.0,63.0,59.0,46.0,68.0,48.0,64.0,53.0,40.0,10.0,13.0,13.0,10.0,13.0,39.0,26.0,39.0,51.0,39.0,34.0,66.0,52.0,56.0,58.0,65.0,28.0,67.0,44.0,33.0,43.0,53.0,48.0,J. Ibarra,21,Mexico,RM
14376,60,64,46.0,23.0,50.0,47.0,23.0,22.0,14.0,11.0,13.0,19.0,11.0,60.0,60.0,59.0,59.0,60.0,15.0,17.0,67.0,23.0,20.0,16.0,15.0,16.0,54.0,30.0,16.0,13.0,44.0,26.0,13.0,54.0,47.0,24.0,A. Al Fahmi,26,Saudi Arabia,GK
14377,60,61,74.0,60.0,82.0,82.0,57.0,55.0,60.0,32.0,57.0,56.0,31.0,13.0,9.0,11.0,14.0,12.0,52.0,22.0,68.0,40.0,55.0,34.0,47.0,54.0,54.0,59.0,61.0,44.0,81.0,83.0,45.0,62.0,52.0,47.0,N. Granatowski,26,Germany,LM RW LW
14378,60,70,55.0,41.0,45.0,54.0,58.0,43.0,42.0,30.0,55.0,56.0,37.0,10.0,11.0,6.0,11.0,9.0,43.0,63.0,62.0,56.0,60.0,47.0,47.0,60.0,57.0,61.0,42.0,56.0,61.0,57.0,62.0,62.0,58.0,31.0,Javi Pérez,21,Spain,CM
14379,60,68,65.0,42.0,84.0,87.0,58.0,54.0,55.0,60.0,64.0,50.0,40.0,10.0,16.0,8.0,9.0,13.0,41.0,24.0,59.0,57.0,52.0,31.0,60.0,50.0,58.0,60.0,59.0,34.0,61.0,50.0,32.0,43.0,60.0,40.0,M. Bustos,21,Canada,RM LM CAM
14380,60,74,84.0,85.0,80.0,80.0,58.0,52.0,51.0,31.0,56.0,36.0,39.0,7.0,8.0,10.0,6.0,8.0,48.0,54.0,86.0,48.0,38.0,50.0,52.0,46.0,55.0,52.0,54.0,61.0,83.0,64.0,57.0,62.0,40.0,35.0,D. Kelly-Evans,20,England,RWB RB
14381,60,72,73.0,58.0,65.0,62.0,55.0,56.0,59.0,34.0,57.0,25.0,28.0,7.0,7.0,14.0,14.0,5.0,57.0,58.0,56.0,52.0,34.0,60.0,35.0,48.0,54.0,58.0,29.0,56.0,71.0,54.0,59.0,58.0,38.0,28.0,Woo Chan Yang,20,Korea Republic,LM RB LB
14382,60,72,68.0,46.0,62.0,69.0,65.0,63.0,58.0,56.0,69.0,53.0,52.0,14.0,9.0,10.0,10.0,9.0,54.0,62.0,52.0,71.0,44.0,53.0,59.0,42.0,52.0,71.0,61.0,60.0,59.0,49.0,57.0,48.0,42.0,51.0,J. Williams,20,England,CM CDM
14383,60,60,69.0,60.0,66.0,58.0,55.0,58.0,58.0,45.0,51.0,35.0,40.0,15.0,14.0,10.0,8.0,16.0,53.0,56.0,62.0,50.0,39.0,57.0,41.0,51.0,,55.0,43.0,58.0,65.0,72.0,58.0,65.0,43.0,22.0,E. Nolan,28,Republic of Ireland,LB RB
14384,60,67,49.0,58.0,50.0,50.0,56.0,51.0,38.0,35.0,42.0,24.0,29.0,8.0,11.0,15.0,11.0,10.0,55.0,57.0,52.0,53.0,33.0,58.0,38.0,43.0,54.0,57.0,56.0,61.0,53.0,61.0,62.0,69.0,40.0,36.0,S. Hoare,23,Republic of Ireland,CB
14385,60,74,69.0,40.0,68.0,73.0,62.0,52.0,54.0,39.0,60.0,33.0,38.0,15.0,15.0,7.0,8.0,8.0,48.0,50.0,66.0,55.0,39.0,54.0,34.0,50.0,63.0,60.0,54.0,52.0,74.0,66.0,61.0,68.0,55.0,36.0,G. Dahl,20,Denmark,LB
14386,60,72,65.0,42.0,51.0,70.0,58.0,60.0,61.0,43.0,60.0,55.0,34.0,9.0,11.0,11.0,12.0,11.0,33.0,23.0,74.0,42.0,31.0,27.0,47.0,63.0,57.0,58.0,54.0,20.0,64.0,59.0,21.0,33.0,56.0,41.0,Seo Jae Min,19,Korea Republic,RM
14387,60,71,77.0,55.0,81.0,76.0,67.0,60.0,42.0,59.0,66.0,50.0,52.0,13.0,6.0,11.0,15.0,6.0,49.0,49.0,57.0,60.0,54.0,42.0,57.0,47.0,54.0,67.0,60.0,48.0,63.0,50.0,40.0,43.0,65.0,51.0,B. Swanson,19,United States,CDM CM
14388,60,60,23.0,38.0,47.0,52.0,15.0,41.0,14.0,18.0,15.0,13.0,13.0,60.0,56.0,58.0,59.0,61.0,17.0,16.0,54.0,16.0,17.0,15.0,16.0,14.0,62.0,15.0,16.0,16.0,21.0,26.0,15.0,57.0,49.0,14.0,P. Cherrie,33,Scotland,GK
14389,60,60,59.0,28.0,57.0,48.0,23.0,59.0,17.0,13.0,17.0,13.0,13.0,59.0,52.0,55.0,62.0,63.0,17.0,23.0,74.0,31.0,20.0,19.0,12.0,16.0,63.0,23.0,11.0,11.0,60.0,36.0,12.0,68.0,17.0,15.0,S. Nelson,35,England,GK
14390,60,65,58.0,65.0,57.0,63.0,64.0,53.0,61.0,45.0,65.0,38.0,44.0,9.0,13.0,9.0,12.0,11.0,62.0,49.0,60.0,66.0,48.0,54.0,56.0,35.0,60.0,72.0,59.0,70.0,56.0,33.0,60.0,61.0,62.0,42.0,Marc Rovirola,24,Spain,CDM CM
14391,60,69,56.0,61.0,68.0,75.0,61.0,52.0,47.0,52.0,60.0,43.0,45.0,6.0,7.0,13.0,13.0,8.0,51.0,55.0,58.0,65.0,38.0,63.0,49.0,50.0,58.0,69.0,56.0,58.0,65.0,62.0,55.0,63.0,56.0,52.0,T. Kok,19,Netherlands,CB
14392,60,64,19.0,28.0,29.0,24.0,17.0,33.0,13.0,10.0,12.0,7.0,10.0,57.0,65.0,57.0,58.0,63.0,10.0,8.0,36.0,23.0,7.0,8.0,16.0,6.0,48.0,27.0,23.0,14.0,15.0,37.0,14.0,67.0,33.0,9.0,D. Schmidt,25,Japan,GK
14393,60,69,60.0,55.0,42.0,62.0,43.0,40.0,26.0,28.0,29.0,23.0,30.0,12.0,6.0,12.0,9.0,10.0,58.0,60.0,66.0,40.0,25.0,61.0,44.0,25.0,46.0,43.0,48.0,69.0,55.0,58.0,68.0,50.0,32.0,35.0,A. García,21,Mexico,CB
14394,60,67,75.0,62.0,88.0,76.0,61.0,48.0,54.0,50.0,66.0,55.0,46.0,11.0,16.0,16.0,7.0,12.0,43.0,36.0,66.0,40.0,59.0,25.0,59.0,56.0,55.0,55.0,54.0,29.0,79.0,67.0,30.0,59.0,51.0,53.0,M. Rochester Sørensen,24,Denmark,CF CAM
14395,60,67,73.0,53.0,47.0,51.0,33.0,56.0,25.0,26.0,26.0,20.0,21.0,9.0,8.0,13.0,7.0,16.0,57.0,59.0,66.0,52.0,25.0,61.0,31.0,25.0,48.0,44.0,45.0,61.0,77.0,53.0,58.0,77.0,29.0,29.0,B. Nlaté,20,Cameroon,RB CB
14396,60,72,78.0,32.0,77.0,76.0,56.0,50.0,57.0,37.0,64.0,60.0,33.0,11.0,14.0,15.0,8.0,9.0,28.0,20.0,54.0,44.0,38.0,22.0,38.0,50.0,58.0,58.0,50.0,25.0,76.0,54.0,26.0,40.0,56.0,45.0,C. Villagra,21,Argentina,ST LW
14397,60,71,70.0,58.0,66.0,71.0,51.0,54.0,52.0,33.0,56.0,33.0,41.0,8.0,6.0,7.0,12.0,8.0,48.0,59.0,60.0,33.0,35.0,59.0,45.0,42.0,61.0,47.0,35.0,60.0,69.0,65.0,59.0,47.0,42.0,32.0,K. Mac Allister,19,Argentina,RB
14398,60,76,78.0,32.0,83.0,87.0,63.0,63.0,54.0,43.0,65.0,38.0,42.0,6.0,13.0,8.0,14.0,14.0,26.0,22.0,61.0,56.0,56.0,23.0,46.0,46.0,48.0,62.0,48.0,24.0,76.0,48.0,21.0,32.0,57.0,47.0,P. Sabak,18,Belgium,CAM
14399,60,75,63.0,41.0,70.0,61.0,63.0,57.0,44.0,59.0,64.0,62.0,66.0,7.0,7.0,13.0,12.0,10.0,37.0,30.0,52.0,60.0,44.0,32.0,55.0,65.0,61.0,64.0,50.0,49.0,69.0,60.0,40.0,60.0,65.0,45.0,R. Lucena,20,Venezuela,CM
14400,60,67,59.0,72.0,49.0,51.0,55.0,62.0,47.0,34.0,50.0,18.0,37.0,15.0,9.0,12.0,15.0,14.0,55.0,52.0,67.0,50.0,20.0,60.0,43.0,51.0,55.0,57.0,20.0,52.0,67.0,65.0,57.0,76.0,49.0,16.0,D. Cole,25,Scotland,RB CB
14401,60,70,33.0,19.0,38.0,48.0,16.0,22.0,10.0,17.0,19.0,14.0,10.0,58.0,60.0,59.0,62.0,65.0,18.0,18.0,53.0,18.0,13.0,14.0,26.0,12.0,46.0,21.0,16.0,13.0,35.0,40.0,18.0,55.0,36.0,15.0,M. Hauptmeijer,20,Netherlands,GK
14402,60,70,68.0,57.0,70.0,66.0,61.0,56.0,55.0,52.0,59.0,44.0,40.0,8.0,15.0,14.0,12.0,12.0,39.0,35.0,56.0,57.0,60.0,36.0,48.0,52.0,54.0,61.0,56.0,40.0,65.0,74.0,42.0,61.0,57.0,42.0,H. Hallberg,20,Sweden,CM RM
14403,60,76,64.0,32.0,54.0,64.0,57.0,51.0,41.0,49.0,54.0,61.0,33.0,11.0,9.0,7.0,13.0,12.0,58.0,20.0,56.0,39.0,57.0,21.0,61.0,57.0,58.0,61.0,61.0,18.0,62.0,65.0,22.0,63.0,46.0,41.0,J. Calero,18,Colombia,ST
14404,60,60,59.0,42.0,38.0,78.0,66.0,60.0,57.0,46.0,60.0,55.0,39.0,7.0,11.0,6.0,11.0,12.0,38.0,24.0,49.0,60.0,62.0,33.0,40.0,47.0,65.0,67.0,46.0,30.0,58.0,33.0,25.0,55.0,62.0,35.0,J. Kanakubo,29,Japan,CM RM
14405,60,68,57.0,58.0,61.0,59.0,66.0,48.0,48.0,56.0,64.0,52.0,54.0,7.0,10.0,11.0,6.0,11.0,46.0,46.0,52.0,66.0,50.0,49.0,61.0,49.0,45.0,68.0,63.0,46.0,54.0,52.0,57.0,64.0,55.0,47.0,Juampe,21,Spain,CM
14406,60,72,70.0,52.0,69.0,71.0,57.0,43.0,38.0,40.0,50.0,66.0,38.0,15.0,7.0,7.0,15.0,9.0,61.0,17.0,74.0,38.0,53.0,17.0,58.0,60.0,56.0,53.0,60.0,18.0,72.0,61.0,10.0,48.0,52.0,48.0,Na Sang Ho,20,Korea Republic,ST
14407,60,66,73.0,56.0,80.0,75.0,66.0,54.0,58.0,42.0,63.0,57.0,42.0,13.0,8.0,15.0,12.0,10.0,49.0,50.0,73.0,61.0,47.0,50.0,48.0,52.0,53.0,62.0,58.0,50.0,75.0,72.0,53.0,61.0,54.0,31.0,T. Dingwall,22,Scotland,LM RM CM
14408,60,65,54.0,69.0,58.0,34.0,54.0,56.0,29.0,46.0,52.0,62.0,24.0,14.0,10.0,10.0,14.0,13.0,60.0,24.0,61.0,28.0,39.0,21.0,56.0,60.0,55.0,52.0,64.0,21.0,55.0,57.0,19.0,83.0,48.0,46.0,H. Watson,24,New Zealand,ST
14409,60,75,77.0,63.0,67.0,71.0,63.0,54.0,46.0,60.0,65.0,50.0,63.0,12.0,15.0,10.0,11.0,10.0,32.0,22.0,53.0,56.0,53.0,27.0,48.0,54.0,45.0,57.0,56.0,21.0,75.0,58.0,26.0,63.0,60.0,47.0,M. Browne,19,England,CAM
14410,60,71,68.0,38.0,56.0,80.0,57.0,52.0,56.0,61.0,60.0,52.0,58.0,10.0,12.0,6.0,12.0,14.0,44.0,42.0,40.0,68.0,63.0,36.0,57.0,51.0,47.0,70.0,62.0,32.0,66.0,59.0,49.0,56.0,58.0,55.0,Quintana,21,Spain,CM CAM
14411,60,70,63.0,30.0,60.0,55.0,60.0,51.0,36.0,34.0,57.0,61.0,30.0,11.0,11.0,14.0,10.0,9.0,62.0,22.0,72.0,29.0,59.0,15.0,65.0,55.0,48.0,48.0,61.0,19.0,68.0,74.0,21.0,71.0,52.0,45.0,D. Johnstone,22,Scotland,ST
14412,60,79,52.0,75.0,50.0,61.0,55.0,47.0,46.0,42.0,57.0,37.0,44.0,6.0,7.0,11.0,15.0,7.0,66.0,58.0,64.0,59.0,36.0,50.0,49.0,37.0,57.0,64.0,57.0,63.0,49.0,44.0,67.0,61.0,44.0,39.0,A. Karnuçu,17,Turkey,CB CDM
14413,60,70,60.0,37.0,68.0,79.0,64.0,58.0,57.0,50.0,63.0,40.0,38.0,13.0,13.0,7.0,9.0,11.0,38.0,22.0,46.0,64.0,41.0,32.0,49.0,53.0,55.0,65.0,55.0,42.0,63.0,32.0,36.0,39.0,61.0,39.0,S. Saucedo,20,United States,RW LW CAM
14414,60,73,63.0,58.0,41.0,66.0,36.0,42.0,27.0,30.0,37.0,24.0,31.0,9.0,9.0,6.0,9.0,8.0,54.0,54.0,66.0,47.0,23.0,60.0,38.0,29.0,54.0,51.0,48.0,67.0,54.0,59.0,71.0,60.0,31.0,32.0,J. Durán,20,Mexico,CB
14415,60,72,55.0,53.0,38.0,44.0,51.0,42.0,31.0,35.0,51.0,28.0,30.0,8.0,5.0,14.0,14.0,9.0,60.0,52.0,72.0,40.0,21.0,51.0,47.0,25.0,53.0,40.0,46.0,65.0,78.0,54.0,64.0,77.0,30.0,26.0,B. Turan,20,Turkey,CB
14416,60,69,61.0,48.0,57.0,55.0,52.0,38.0,54.0,28.0,52.0,26.0,33.0,7.0,10.0,13.0,13.0,6.0,52.0,61.0,65.0,28.0,28.0,56.0,35.0,50.0,60.0,48.0,24.0,63.0,63.0,64.0,60.0,59.0,42.0,25.0,Diego Barri,21,Spain,RB
14417,60,69,67.0,53.0,74.0,83.0,64.0,56.0,42.0,41.0,67.0,49.0,38.0,10.0,15.0,10.0,13.0,11.0,44.0,53.0,71.0,58.0,40.0,44.0,42.0,51.0,55.0,62.0,51.0,45.0,62.0,66.0,47.0,56.0,61.0,40.0,R. Asaad,22,Sweden,CM
14418,60,70,74.0,55.0,70.0,60.0,67.0,37.0,55.0,41.0,62.0,26.0,35.0,12.0,12.0,10.0,8.0,10.0,51.0,56.0,62.0,27.0,34.0,53.0,41.0,49.0,60.0,36.0,29.0,64.0,79.0,55.0,63.0,61.0,35.0,26.0,O. Ural,20,Turkey,RB
14419,60,61,70.0,48.0,72.0,73.0,60.0,65.0,44.0,54.0,54.0,28.0,60.0,14.0,7.0,10.0,12.0,10.0,44.0,46.0,73.0,67.0,62.0,61.0,37.0,42.0,49.0,66.0,55.0,,64.0,73.0,,74.0,65.0,42.0,B. Bingham,26,England,CM CB CDM
14420,60,72,65.0,65.0,62.0,69.0,60.0,53.0,37.0,37.0,55.0,32.0,53.0,13.0,11.0,15.0,15.0,13.0,48.0,56.0,62.0,54.0,57.0,58.0,51.0,48.0,55.0,64.0,51.0,49.0,68.0,74.0,58.0,65.0,45.0,35.0,P. Staikos,21,Greece,CDM
14421,60,66,59.0,55.0,53.0,55.0,52.0,59.0,42.0,33.0,48.0,25.0,28.0,14.0,7.0,10.0,10.0,14.0,69.0,50.0,76.0,44.0,22.0,58.0,35.0,40.0,50.0,55.0,36.0,59.0,63.0,61.0,62.0,59.0,40.0,31.0,J. Mendy,22,Senegal,RB CB
14422,60,67,63.0,53.0,59.0,65.0,63.0,60.0,33.0,49.0,52.0,24.0,50.0,6.0,11.0,9.0,10.0,6.0,44.0,62.0,74.0,54.0,44.0,39.0,48.0,65.0,61.0,64.0,59.0,40.0,67.0,88.0,30.0,69.0,56.0,53.0,N. Fazzi,22,Italy,RW CDM CM
14423,60,70,41.0,23.0,37.0,47.0,25.0,27.0,19.0,11.0,16.0,18.0,19.0,63.0,58.0,53.0,57.0,62.0,15.0,19.0,56.0,21.0,11.0,19.0,21.0,18.0,56.0,26.0,25.0,12.0,49.0,43.0,12.0,49.0,24.0,13.0,S. Londoño,22,Colombia,GK
14424,60,72,78.0,36.0,79.0,74.0,65.0,44.0,53.0,52.0,65.0,49.0,36.0,15.0,13.0,11.0,7.0,9.0,39.0,26.0,58.0,46.0,56.0,28.0,52.0,53.0,49.0,56.0,50.0,29.0,69.0,57.0,35.0,37.0,52.0,45.0,M. Litka,21,Germany,RM LM
14425,60,60,24.0,24.0,25.0,50.0,18.0,26.0,13.0,13.0,7.0,9.0,12.0,64.0,61.0,54.0,68.0,51.0,13.0,15.0,64.0,16.0,6.0,7.0,13.0,6.0,50.0,21.0,18.0,15.0,19.0,25.0,12.0,42.0,37.0,10.0,H. Shiota,36,Japan,GK
14426,60,78,64.0,39.0,61.0,81.0,65.0,52.0,61.0,55.0,71.0,47.0,42.0,9.0,7.0,10.0,15.0,12.0,45.0,20.0,46.0,55.0,48.0,35.0,70.0,51.0,46.0,60.0,69.0,49.0,66.0,54.0,37.0,36.0,52.0,53.0,T. Verlinden,17,Belgium,RM
14427,60,71,53.0,31.0,56.0,72.0,60.0,51.0,37.0,43.0,57.0,63.0,41.0,13.0,12.0,7.0,14.0,12.0,62.0,16.0,63.0,44.0,57.0,16.0,68.0,66.0,62.0,51.0,58.0,17.0,53.0,56.0,23.0,37.0,58.0,51.0,A. La Gumina,21,Italy,ST
14428,60,68,67.0,30.0,62.0,60.0,46.0,54.0,47.0,43.0,57.0,61.0,41.0,8.0,13.0,8.0,13.0,8.0,62.0,36.0,61.0,45.0,58.0,30.0,50.0,61.0,59.0,59.0,63.0,28.0,65.0,59.0,27.0,50.0,48.0,49.0,M. Sanhaji,18,Morocco,CF ST
14429,60,68,69.0,59.0,58.0,91.0,47.0,37.0,59.0,36.0,59.0,30.0,41.0,6.0,9.0,13.0,11.0,8.0,52.0,61.0,65.0,30.0,28.0,54.0,46.0,46.0,52.0,38.0,29.0,67.0,59.0,64.0,68.0,38.0,43.0,29.0,N. Menéndez,23,Argentina,RM RB
